pn,alias,direction,industry,rel_day,pub_date,provider,title,content,news_id,category,consensus_relevance,consensus_stance,consensus_status,rel_1,rel_2,rel_3,stance_1,stance_2,stance_3,conf_1,conf_2,conf_3,reason_1,reason_2,reason_3
39,의대증원,-,바이오/제약,10,2024-02-16,중앙일보,"정부 업무개시명령 받은 전공의, 103명 중 100명 현장 복귀","정부의 의대 증원 방침에 반발해 사직서를 내고 진료 거부에 나선 전공의 대다수가 정부의 복귀 명령에 응한 것으로 나타났다. 
 
 중앙사고수습본부는 16일 전공의가 집단 사직서를 제출했거나 그리 한 것으로 의심이 가는 12개 수련병원 현장 조사 결과를 공개했다. 
 
 
 현장점검 결과 12개 수련병원 중 실제 사직서를 제출한 데는 10개 병원이었고, 16",01100901.20240216200435001,"사회>의료_건강, 사회>노동_복지",2,support,unanimous,2,2,2,support,support,support,medium,high,high,"의대증원 반발 전공의 복귀, 의정갈등 다룸",의대증원 반발 전공의 사직 등 의정갈등 본격화,"의대증원 반발 전공의 집단행동, 바이오 심리 위축"
19,금투세 폐지,+,금융/증권,-14,2024-10-21,중앙일보,"'김건희 리스크' 등 與 악재에도…무당층 흡수 못하는 민주, 왜","최근 각종 여론조사에서 여야 모두 지지하지 않는 무당층의 비율이 크게 증가한 것으로 나타났다. 
 
 
 리얼미터가 지난 14∼18일(10월 3주차) 전국 18세 이상 유권자 2천510명을 대상으로 조사한 결과 무당층의 비율은 9.4%로 집계됐다. 지난 4·10총선 직후 조사(4월 11일~12일)보다 무당층(4.6%)의 비율이 두 배 가까이 늘어난 것이다.",01100901.20241021113909001,"정치>행정_자치, 정치>국회_정당, 정치>청와대",0,neutral,needs_review_low,0,0,1,neutral,neutral,neutral,high,medium,low,"무당층 여론조사 정치 기사, 금투세 폐지 직접 무관","여야 지지율 무당층 정치 기사, 금투세 폐지 직접 무관","민주당 무당층 흡수 못 함 정치 기사, 금투세 정쟁 맥락"
10,K칩스법 2차,+,반도체,-14,2024-11-26,중앙일보,야당 “반도체법 주52시간 예외 안돼”…K칩스법 맹탕 되나,"여당이 당론으로 추진 중인 반도체특별법이 ‘주 52시간 예외’와 ‘보조금 지급’ 등 알맹이가 빠진, 차포(車包) 뗀 법안이 될 우려가 커지고 있다. 법안 통과의 키를 쥔 야당에서 이견이 나오며 법안 처리가 난항을 겪고 있어서다. 미국 도널드 트럼프 행정부 2기 출범에 앞서 조속한 입법으로 전방위적 지원에 나서야 하는 상황에서 국회가 너무 안일한 것 아니냐는",01100901.20241126000313001,정치>국회_정당,2,contradict,unanimous,2,2,2,contradict,contradict,contradict,high,high,high,K칩스법 야당반대로 맹탕 우려,K칩스법 2차 알맹이 빠진 법안 우려,K칩스법 2차 주52시간 예외 등 핵심 빠진 맹탕 우려
11,5개 은행 퇴출,-,금융/증권,1,1998-06-30,한겨레,"은행 퇴출,부작용 최소화를(사설)","금융기관 구조조정이 본격화되고 있다. 대동, 동남, 동화 등 5개 은행이 29일부터 퇴출절차를 밟기 시작했다. 퇴출대상에서 ‘용케’ 빠진 조흥, 한일, 상업 등 7개 은행도 7월말까지는 합병 등 강도높은 개혁방안을 마련해야 한다. 게다가 종합금융회사가 이미 1단계 정리작업을 마쳤으며, 증권, 보험, 투자신탁 등도 곧 구조조정 대열에 합류할 예정이다. 바야흐",01101001.19980630000000303,"경제>금융_재테크, 경제>국제경제",2,support,unanimous,2,2,2,support,support,support,high,high,high,5개 은행 퇴출 부작용 최소화 사설,5개 은행 퇴출 절차 시작 금융 구조조정 본격화 악재,5개 은행 퇴출 본격화 금융권 구조조정 악재 명확 보도
1,반도체 빅딜,+,반도체,-9,1999-04-20,한겨레,반도체빅딜 가격차 1조2천여억,"현대와 엘지가 반도체 빅딜을 위해 서로 제시한 엘지반도체의 주식 양수.양도 가격차가 1조2천억원 이상인 것으로 확인됐다.정몽헌 현대 회장과 구본무 엘지 회장은 이헌재 금융감독위원장, 박세용 현대 구조조정본부장, 강유식 엘지 구조조정본부장이 배석한 가운데 19일 아침 서울 신라호텔에서 만난 데 이어 오후에서 한차례 더 협상을 벌였으나 양쪽에서 제시한 가격 차",01101001.19990420000000705,"경제>금융_재테크, 경제>국제경제, 경제>서비스_쇼핑",2,neutral,unanimous,2,2,2,neutral,neutral,neutral,medium,high,medium,반도체 빅딜 가격차 협상 사실보도,반도체 빅딜 가격차 협상 사실보도,"반도체 빅딜 협상 진행 사실보도, 방향성 약함"
1,반도체 빅딜,+,반도체,20,1999-05-19,한겨레,LG '유치외자 16억달러 통신.금융쪽 투입',"엘지 구조조정본부 강유식 사장은 18일 ""액정표시장치(LCD) 사업의 지분매각분 16억달러와 반도체사업 매각 대금(2조5600억원) 등으로 앞으로 4조5천억원의 자금유입이 이뤄질 전망""이라며 ""절반 가량은 그룹이 역점을 두고 있는 통신 금융 등 신규사업 분야에 쓸 계획""이라고 밝혔다. 강 사장은 이날 간담회에서 ""이르면 이번 주말께 동양그룹쪽과 만나 데이콤",01101001.19990519000000606,"경제>산업_기업, 경제>금융_재테크, 경제>국제경제",2,support,needs_review_low,1,2,2,support,support,support,low,medium,high,LG 반도체 매각대금 자금유입 전망 보도,반도체 빅딜 LG 매각대금 2.5조 자금유입 호재,반도체 빅딜 LG 매각 4.5조 자금유입 호재 단정
31,의약분업,-,바이오/제약,-10,2000-06-21,한겨레,병.의원 집단폐업 첫날 표정,"의사는 떠나고... 환자들 신음소리만""아프지도 말아야 한다.""
의사들의 집단폐업으로 의료공백 사태가 시작된 20일, 국민의 진료받을 권리도, 의지도 덩달아 사라졌다. 주요 병원의 응급실은 오히려 평소보다 한산한 모습이었고, 일부 문을 연 동네 의원들도 사정은 마찬가지였다. 그러나 24시간 진료에 들어간 일선 보건소에는 환자들의 불안한 발길이 이어져 큰 혼잡",01101001.20000621000000301,사회>의료_건강,2,support,unanimous,2,2,2,support,support,support,medium,high,high,의약분업 첫날 병의원 집단폐업 보도,의약분업 집단폐업 의료공백 시작 사태 악재 보도,의약분업 집단폐업 의료공백 첫날 보도 악재 명확
22,10·29 대책,-,부동산/건설,3,2003-11-01,한겨레,"“주택거래신고제, 세제개편 먼저”","10·29 주택시장 안정대책의 핵심인 주택거래신고제가 과연 제대로 시행돼 애초 취지대로 부동산시장을 안정시키는 구실을 할 수 있을지를 놓고 논란이 일고 있다.일부에서는 세제개편이 먼저 이루어지지 않고 실무적인 행정력이 준비되지 않은 상황에서 거래신고를 의무화하면 실거래가 과세기반을 마련한다는 본래 취지는 살리지 못하고, 주택거래를 동결시켜 되레 실수요자들만",01101001.20031101000001807,"경제>경제일반, 사회>사건_사고, 사회>사회일반",2,support,majority_auto,2,2,2,support,neutral,support,medium,medium,medium,10·29 주택거래신고제 시행 논란,10·29 주택거래신고제 효과 양면 논란,"10·29대책 주택거래신고제 시행 추진, 규제정책 본격화"
22,10·29 대책,-,부동산/건설,13,2003-11-11,한겨레,주택시장지수 3월 이후 최저,"부동산정보제공업체 닥터아파트(DrApt.com)는 지난주 전국 219개 부동산 중개업소를 대상으로 조사한 주택시장지수는 49.9로 1주 전(62.1)에 견줘 12.2나 하락했다고 10일 밝혔다. 주택시장지수는 주택 실질거래량과 주택가격 전망, 매수·매도성향을 종합해 산출한 것으로 지수가 100을 넘으면 주택거래가 늘고 주택가격이 오를 가능성이 많다는 것을,",01101001.20031111000003006,경제>국제경제,2,support,unanimous,2,2,2,support,support,support,high,high,high,10·29 대책 후 주택시장지수 최저 보도,10·29 대책 후 주택시장지수 49.9 최저 부동산 위축 악재,10·29 대책 주택시장지수 급락 악재 명확 보도
22,10·29 대책,-,부동산/건설,26,2003-11-24,한겨레,월요전망대 / 엘지카드·현투 ‘부실 처리’ 최대화두 /국회 예산안조정 착수 ‘3조 증액’ 진통 예고,"부실 금융기관의 처리 문제가 다시 우리 경제의 화두로 떠올랐다.올 봄에 이어 또다시 금융시장을 불안에 휩싸이게 만든 엘지카드의 운명은 24일(월요일) 오전 열리는 채권은행단 회의에서 결정될 예정이다. 카드시장 정상화의 계기가 될 지, 아니면 제2의 카드 대란으로 이어질 지 관심이 쏠리고 있다. 현투증권의 매각 협상도 이번주 초 확정된다. 예금보험공사와 푸르",01101001.20031124000002205,경제>금융_재테크,0,neutral,needs_review_low,0,0,1,neutral,neutral,neutral,medium,low,low,"엘지카드·현투 부실처리 기사, 10·29와 약함","엘지카드 등 금융부실 처리 화두, 10·29대책 직접 없음","월요전망대 다양 의제, 10·29 부동산 직접 다루지 않음"
25,보금자리 150만,+,부동산/건설,-7,2008-09-12,한겨레,지자체 반색…중개업소 문의전화 빗발,"정부가 서민용 주택공급 확대를 명분으로 수도권 개발제한구역(그린벨트)을 추가로 풀 것을 검토하자, 후보지역 지방자치단체들이 잇따라 반색하고 있다. 해당 지역의 일부 부동산 중개업소에서는 12일 평소보다 훨씬 많은 문의전화를 받고 있다.
 이형구 의왕시장은 12일 “시의 89%가 그린벨트에 묶여 있다. 임야를 제외한 나머지 그린벨트는 모두 해제해 아파트와 함",01101001.2008091210000770066,경제>경제일반,2,support,unanimous,2,2,2,support,support,support,medium,high,high,"그린벨트 해제 검토, 보금자리 공급 맥락","보금자리 위한 그린벨트 해제 추진, 공급확대 호재","보금자리 150만 위한 그린벨트 해제, 공급확대 호재"
27,6·19 대책,-,부동산/건설,9,2017-06-28,한겨레,소득 대비 가계부채 비율 179%로 사상 최고,"가계부채 규모가 올해 1분기에만 20조원 남짓 불어나면서, 소득 대비 가계부채 비율이 또다시 사상 최고치를 갈아치웠다. 우리나라의 가계부채 비율은 국제기준에 맞춰 집계를 시작한 2008년 이후 한 차례도 빠지지 않고 매년 오르고 있다. 

 한국은행이 28일 발표한 ‘1분기 중 자금순환(잠정)’을 보면, ‘가계 및 비영리단체의 금융부채’는 전분기(2016년",01101001.20170628164833001,"경제>국제경제, 경제>부동산, 경제>금융_재테크",1,support,unanimous,1,1,1,support,support,support,low,medium,medium,"가계부채 비율 사상 최고, 6·19 대책 직접 언급 없음","가계부채 사상 최고, 6·19 대책 규제 강화 배경",가계부채 사상 최고치 6·19 대책 규제 강화 맥락
44,ESS 화재,-,2차전지/에너지,-23,2019-07-09,한겨레,신학철 엘지화학 대표 “일본 수출규제 시나리오 세워 대비 중”,"“어떻게 될지 단정할 수 없어 규제 확대를 가정해 시나리오 플래닝에 들어갔다.”

 신학철 엘지(LG)화학 부회장은 일본의 무역보복이 배터리 소재 분야로 확대될 가능성을 묻자 이렇게 답했다. 신 부회장은 9일 서울 여의도 엘지트윈타워에서 취임 뒤 처음 열린 기자간담회에서 “(반도체·디스플레이 등 수출 규제) 3가지 품목은 현재로선 영향이 전혀 없다”며 “수",01101001.20190709154835002,"경제>반도체, 경제>유통, 경제>무역",1,neutral,unanimous,1,1,1,neutral,neutral,neutral,low,low,low,"LG화학 일본 수출규제 시나리오, ESS 약함","LG화학 대표 일본 수출규제 대비, ESS 직접 약함","LG화학 일본 수출규제 시나리오, ESS 화재 직접 다루지 않음"
45,EU CBAM,-,2차전지/에너지,13,2021-07-27,한겨레,"중국 “EU 탄소국경조정제도, 국제 무역 원칙 위반”","유럽연합(EU)을 필두로 국제사회에서 탄소국경세 도입 논의가 본격화하고 있는 가운데, 세계 최대 탄소배출국으로 꼽히는 중국이 “유럽연합의 탄소국경조정제도(CBAM)가 국제 무역 원칙을 위반하는 것”이라고 비판하고 나섰다. 

중국 생태환경부는 26일(현지시각) “유럽연합의 탄소국경조정제도는 본질적으로 기후변화 문제를 무역 분야로 확대하려는 일방적인 조치”라",01101001.20210727070957001,"국제>중국, 국제>유럽_EU, 국제>미국_북미",2,neutral,needs_review_low,2,2,2,neutral,neutral,support,medium,medium,low,"중국의 EU CBAM 비판, 한국 영향 직접 언급 없음","중국 입장에서 CBAM 비판, 한국 부담 직접 안 다룸","EU CBAM 본격 도입 부담 맥락, 한국 비용 증가 함의"
7,미국 반도체 수출규제,-,반도체,-27,2022-09-10,한겨레,환율전쟁과 ‘역환율전쟁’의 역사,"▶이코노미 인사이트 구독하기 http://www.economyinsight.co.kr/com/com-spk4.html



최근 원-달러 환율이 글로벌 금융위기를 겪은 2009년 이후 처음으로 1300원을 넘어섰다. 코로나19 확산으로 불확실성이 정점에 달하던 2020년 봄에도 1200원대 중반을 찍고 다시 낮아졌다. 환율이 급등하면서 수입 의존도가 높은 ",01101001.20220910141010002,"경제>외환, 경제>국제경제, 경제>증권_증시",0,neutral,needs_review_low,0,0,1,neutral,neutral,neutral,medium,medium,low,환율전쟁 역사 분석 기사로 반도체 수출규제와 무관,환율 정책 논평이 주제로 반도체 수출규제 직접 다루지 않음,환율 분석 중심이나 미중 갈등 맥락은 일부 관련
8,K칩스법 1차,+,반도체,8,2023-03-30,한겨레,“RE100 이행 위해 재생에너지 경매제·정부 주도 입지개발 필요”,"국내 기업들의 아르이100(RE100) 이행에 필요한 재생에너지를 효율적으로 확대하려면 경매제도를 도입해 거래가격을 낮추고, 정부 주도로 해상풍력 등의 입지를 개발·공급해야 한다는 데 에너지 전문가와 학계, 경제계가 한목소리를 냈다. 

RE100은 기업이 늦어도 2050년까지 사용 전력의 100%를 태양광 등의 재생에너지로 충당한다는 자발적인 글로벌 캠페",01101001.20230330170011001,"경제>부동산, 경제>자원, 경제>반도체",1,neutral,needs_review_low,0,1,1,neutral,neutral,neutral,medium,low,low,RE100 재생에너지 경매제 토론 기사,"RE100 재생에너지 정책 논의, K칩스법 직접성 약함","RE100 이행 재생에너지 토론, 반도체 간접 영향"
